nome_x,nome_regiao,quantidade_nascimentos_ate_2010,genero
Teddy,Sudeste,32,masculino
Tedi,Sudeste,15,masculino
Tedy,Sudeste,11,masculino
Teeezinha,Sudeste,10,feminino
Teezinha,Sudeste,34,feminino
Teia,Sudeste,12,feminino
Teiko,Sudeste,37,feminino
Teila,Nordeste,14,feminino
Teilo,Norte,12,masculino
Teilon,Nordeste,14,masculino
Teilor,Sul,354,masculino
Teixeira,Sudeste,16,masculino
Tekpa,Norte,15,desconhecido
Tel,Sudeste,74,masculino
Telca,Centro-Oeste,10,desconhecido
Teles,Sudeste,58,masculino
Telesforo,Sudeste,10,masculino
Telga,Nordeste,10,desconhecido
Telia,Sudeste,26,feminino
Teliane,Norte,11,feminino
Telina,Nordeste,13,feminino
Telio,Sudeste,32,masculino
Telma,Sudeste,24094,feminino
Telmar,Norte,10,masculino
Telmara,Norte,21,feminino
Telmario,Norte,21,masculino
Telmira,Nordeste,18,feminino
Telmo,Sul,2639,masculino
Telson,Nordeste,37,masculino
Telvi,Sul,14,masculino
Telvina,Centro-Oeste,18,feminino
Tema,Sudeste,13,feminino
Temis,Nordeste,27,feminino
Temistocles,Nordeste,145,masculino
Tenencio,Norte,10,desconhecido
Teng,Sudeste,16,desconhecido
Tenilson,Nordeste,21,masculino
Tenison,Nordeste,39,masculino
Tenisson,Nordeste,68,masculino
Tenorio,Sudeste,112,masculino
Teo,Sudeste,355,masculino
Teobaldo,Nordeste,150,masculino
Teodolina,Sudeste,34,feminino
Teodolinda,Sudeste,13,feminino
Teodolino,Sudeste,12,masculino
Teodomiro,Sudeste,137,masculino
Teodora,Sudeste,566,feminino
Teodorico,Sudeste,67,masculino
Teodoro,Sudeste,1471,masculino
Teodosia,Sul,39,feminino
Teodosio,Sul,237,masculino
Teodozio,Sul,34,Indefinido
Teofania,Sul,16,desconhecido
Teofelo,Sudeste,18,masculino
Teofila,Sul,62,feminino
Teofilo,Sudeste,777,masculino
Teogenes,Nordeste,64,masculino
Teolinda,Norte,12,feminino
Teomario,Norte,13,desconhecido
Teonas,Sul,10,masculino
Teone,Sudeste,11,masculino
Teones,Nordeste,29,masculino
Teonia,Nordeste,45,feminino
Teonila,Sudeste,22,feminino
Teonilia,Sudeste,22,feminino
Teotonia,Sudeste,12,feminino
Teotonio,Sudeste,122,masculino
Tepi,Norte,15,desconhecido
Teraza,Sudeste,20,feminino
Tercia,Nordeste,321,feminino
Terciane,Nordeste,11,feminino
Tercila,Sudeste,13,feminino
Tercilia,Sudeste,353,feminino
Tercilio,Sudeste,45,masculino
Tercina,Sudeste,18,feminino
Tercio,Sudeste,613,masculino
Tereinha,Sudeste,17,feminino
Terena,Sul,22,feminino
Terence,Sudeste,10,masculino
Terencio,Sudeste,69,masculino
Teresa,Sudeste,35999,feminino
Teresina,Sudeste,164,feminino
Teresinha,Sudeste,30477,feminino
Teresinho,Nordeste,10,masculino
Teresita,Sudeste,18,feminino
Tereso,Nordeste,10,desconhecido
Terez,Sudeste,15,desconhecido
Tereza,Sudeste,92143,feminino
Terezibha,Sudeste,12,desconhecido
Tereziha,Sudeste,44,feminino
Terezilda,Centro-Oeste,11,feminino
Terezina,Sudeste,435,feminino
Terezinha,Sudeste,121643,feminino
Terezinho,Nordeste,106,masculino
Terezinhza,Sudeste,11,feminino
Tereznha,Sudeste,85,feminino
Terezo,Nordeste,71,masculino
Terinha,Sudeste,15,feminino
Terisinha,Sudeste,12,feminino
Terizinha,Sudeste,60,feminino
Terresa,Sudeste,12,feminino
Terresinha,Sudeste,13,feminino
Terreza,Sudeste,28,feminino
Terrezinha,Sudeste,64,feminino
Terry,Sudeste,16,masculino
Tersa,Sudeste,21,feminino
Tersandro,Nordeste,12,desconhecido
Tersinha,Sudeste,62,feminino
Tersio,Sudeste,41,masculino
Terto,Sudeste,17,masculino
Tertuliana,Nordeste,19,feminino
Tertuliano,Nordeste,201,masculino
Tertulina,Sudeste,31,feminino
Tertulino,Sudeste,15,masculino
Teru,Sudeste,22,feminino
Teruco,Sudeste,18,feminino
Terue,Sudeste,18,feminino
Teruka,Sudeste,10,desconhecido
Teruko,Sudeste,235,feminino
Terume,Sudeste,14,desconhecido
Terumi,Sudeste,49,feminino
Teruo,Sudeste,112,masculino
Teruyo,Sudeste,23,desconhecido
Terza,Sudeste,62,feminino
Terzinha,Sudeste,219,feminino
Tessa,Sudeste,26,feminino
Tessia,Nordeste,33,feminino
Tetsu,Sudeste,10,desconhecido
Tetsuo,Sudeste,87,masculino
Tetuliano,Sudeste,15,masculino
Tetuo,Sudeste,20,masculino
Teuma,Sudeste,29,feminino
Teylor,Sul,24,masculino
Tezilda,Nordeste,12,desconhecido
Tezinha,Sudeste,10,feminino
Thabata,Sudeste,806,feminino
Thabatta,Sudeste,10,feminino
Thabita,Sudeste,21,feminino
Thaciana,Nordeste,10,feminino
Thaciane,Sudeste,14,feminino
Thacila,Sudeste,10,feminino
Thacio,Nordeste,24,masculino
Thadeu,Sudeste,277,masculino
Thago,Sudeste,135,masculino
Thai,Sudeste,16,feminino
Thaia,Sudeste,17,feminino
Thaian,Sudeste,15,masculino
Thaiana,Sudeste,327,feminino
Thaiane,Sudeste,2176,feminino
Thaiani,Sudeste,34,feminino
Thaianne,Sudeste,17,feminino
Thaianny,Sudeste,13,feminino
Thaiany,Sudeste,126,feminino
Thaiara,Sudeste,39,feminino
Thaiene,Sudeste,28,feminino
Thaila,Sudeste,500,feminino
Thailaine,Sudeste,10,feminino
Thailan,Sudeste,30,masculino
Thailane,Sudeste,159,feminino
Thailine,Sudeste,23,feminino
Thailla,Sudeste,21,feminino
Thailson,Nordeste,10,masculino
Thaina,Sudeste,11296,feminino
Thainan,Sudeste,94,ambos
Thainar,Sudeste,71,feminino
Thainara,Sudeste,2195,feminino
Thaine,Sudeste,216,feminino
Thaira,Sudeste,25,feminino
Thaires,Sudeste,35,feminino
Thairine,Sudeste,41,feminino
Thais,Sudeste,96140,feminino
Thaisa,Sudeste,3702,feminino
Thaise,Nordeste,1315,feminino
Thaisi,Sudeste,18,feminino
Thaisla,Norte,10,feminino
Thaislaine,Nordeste,22,feminino
Thaislane,Nordeste,13,feminino
Thaissa,Sudeste,1646,feminino
Thaisy,Sudeste,27,feminino
Thaiz,Sudeste,589,feminino
Thaiza,Sudeste,494,feminino
Thaize,Sudeste,51,feminino
Thales,Sudeste,8513,masculino
Thalia,Sudeste,3090,feminino
Thaliane,Nordeste,25,feminino
Thaline,Sudeste,81,feminino
Thalis,Sudeste,612,masculino
Thalison,Nordeste,308,masculino
Thalissa,Sudeste,66,feminino
Thalisson,Nordeste,288,masculino
Thalita,Sudeste,9918,feminino
Thalles,Sudeste,1386,masculino
Thallis,Sudeste,42,masculino
Thallita,Sudeste,39,feminino
Thallys,Sudeste,69,masculino
Thallyson,Nordeste,30,masculino
Thallysson,Nordeste,10,masculino
Thallyta,Nordeste,23,feminino
Thaluana,Sudeste,14,feminino
Thalya,Sudeste,125,feminino
Thalys,Sudeste,92,masculino
Thalyson,Nordeste,139,masculino
Thalysson,Nordeste,63,masculino
Thalyta,Sudeste,468,feminino
Thamar,Sudeste,17,feminino
Thamara,Sudeste,1128,feminino
Thami,Sudeste,12,feminino
Thamila,Sudeste,10,feminino
Thamiles,Nordeste,11,feminino
Thamilly,Sudeste,11,feminino
Thamily,Sudeste,19,feminino
Thamire,Sudeste,12,feminino
Thamires,Sudeste,10190,feminino
Thamirez,Sudeste,38,feminino
Thamiris,Sudeste,1418,feminino
Thamirys,Sudeste,195,feminino
Thamis,Sudeste,11,feminino
Thammy,Sudeste,48,feminino
Thamy,Sudeste,98,feminino
Thamyres,Sudeste,770,feminino
Thamyris,Sudeste,112,feminino
Thana,Sudeste,13,feminino
Thania,Sudeste,98,feminino
Thanise,Sul,22,feminino
Tharcila,Sudeste,12,feminino
Tharcisio,Sudeste,15,masculino
Tharik,Sudeste,32,masculino
Tharles,Norte,63,masculino
Tharley,Sudeste,10,masculino
Tharsila,Sudeste,10,feminino
Tharsis,Sudeste,10,masculino
Tharso,Sudeste,12,masculino
Thas,Sudeste,17,feminino
Thasia,Nordeste,15,feminino
Thassia,Sudeste,76,feminino
Thassiane,Sudeste,10,feminino
Thassio,Sudeste,29,masculino
Thatiana,Sudeste,496,feminino
Thatiane,Sudeste,595,feminino
Thatiany,Sudeste,25,feminino
Thatila,Nordeste,13,feminino
Thatyana,Sudeste,44,feminino
Thatyane,Sudeste,44,feminino
Thaua,Sudeste,87,masculino
Thauan,Sudeste,327,masculino
Thauana,Sudeste,116,feminino
Thauane,Sudeste,585,feminino
Thauani,Sudeste,71,feminino
Thauanny,Sudeste,45,feminino
Thauany,Sudeste,473,feminino
Thauna,Sudeste,12,feminino
Thaune,Sudeste,31,feminino
Thauny,Sudeste,44,feminino
Thawa,Sudeste,10,masculino
Thawan,Sudeste,92,masculino
Thawana,Sudeste,16,feminino
Thawane,Sudeste,56,feminino
Thawanny,Sudeste,14,feminino
Thawany,Sudeste,59,feminino
Thayan,Sudeste,24,masculino
Thayana,Sudeste,273,feminino
Thayane,Sudeste,1914,feminino
Thayani,Sudeste,38,feminino
Thayanna,Sudeste,13,feminino
Thayanne,Sudeste,145,feminino
Thayara,Sudeste,49,feminino
Thayene,Sudeste,46,feminino
Thayenne,Sudeste,12,feminino
Thayla,Sudeste,569,feminino
Thaylaine,Sudeste,12,feminino
Thaylan,Sudeste,14,masculino
Thaylane,Sudeste,137,feminino
Thayline,Sudeste,34,feminino
Thaylla,Sudeste,60,feminino
Thaylon,Sudeste,32,masculino
Thaylor,Sul,13,masculino
Thayna,Sudeste,6797,feminino
Thaynan,Sudeste,76,ambos
Thaynar,Sudeste,39,feminino
Thaynara,Sudeste,2269,feminino
Thayne,Sudeste,191,feminino
Thaynna,Sudeste,99,feminino
Thaynnara,Centro-Oeste,10,feminino
Thaynne,Sudeste,21,feminino
Thayrine,Sudeste,38,feminino
Thayrone,Sudeste,32,masculino
Thays,Sudeste,3666,feminino
Thaysa,Sudeste,413,feminino
Thayse,Sul,503,feminino
Thayson,Sudeste,15,masculino
Thayssa,Sudeste,571,feminino
Thayza,Sudeste,65,feminino
Thazia,Nordeste,14,desconhecido
Thea,Sudeste,19,feminino
Theago,Sudeste,10,masculino
Theilor,Sul,10,masculino
Thel,Sudeste,28,masculino
Thelma,Sudeste,856,feminino
Thelmo,Sudeste,15,masculino
Themis,Sul,70,feminino
Themistocles,Sudeste,11,masculino
Theo,Sudeste,1894,masculino
Theobaldo,Sul,16,masculino
Theodomiro,Sudeste,12,masculino
Theodora,Sudeste,73,feminino
Theodoro,Sudeste,217,masculino
Theofilo,Sudeste,16,masculino
Theophilo,Sudeste,33,masculino
Theresa,Sudeste,404,feminino
Theresinha,Sudeste,529,feminino
Thereza,Sudeste,4298,feminino
Therezina,Sudeste,47,feminino
Therezinha,Sudeste,5693,feminino
Therizinha,Sudeste,21,feminino
Thetis,Sudeste,11,desconhecido
Theu,Sudeste,13,masculino
Thiag,Sudeste,25,masculino
Thiagi,Sudeste,20,masculino
Thiago,Sudeste,185378,masculino
Thiaho,Sudeste,16,masculino
Thiala,Nordeste,58,feminino
Thiale,Nordeste,31,feminino
Thially,Nordeste,16,feminino
Thialy,Nordeste,17,feminino
Thiana,Sudeste,30,feminino
Thiane,Sudeste,41,feminino
Thiao,Sudeste,100,masculino
Thiara,Sudeste,196,feminino
Thiarles,Sul,23,masculino
Thiciana,Nordeste,11,feminino
Thiciane,Sudeste,32,feminino
Thiego,Sudeste,127,masculino
Thiele,Sudeste,55,feminino
Thieli,Sudeste,19,feminino
Thielle,Sudeste,15,feminino
Thielly,Sudeste,30,feminino
Thiely,Sudeste,27,feminino
Thiemi,Sudeste,12,desconhecido
Thiene,Sudeste,34,feminino
Thieres,Nordeste,46,masculino
Thierre,Nordeste,12,masculino
Thierri,Sudeste,33,masculino
Thierry,Sudeste,637,masculino
Thiers,Sudeste,56,masculino
Thiery,Sudeste,14,Indefinido
Thifane,Sudeste,21,feminino
Thifani,Sudeste,114,feminino
Thifanny,Sudeste,42,feminino
Thifany,Sudeste,429,feminino
Thiffani,Sudeste,13,feminino
Thiffany,Sudeste,104,feminino
Thigo,Sudeste,425,masculino
Thina,Sudeste,13,feminino
Thiogo,Sudeste,12,masculino
Thirry,Sudeste,13,masculino
Thirza,Sul,10,feminino
This,Sudeste,46,feminino
Thisgo,Sudeste,22,masculino
Thiz,Sudeste,13,desconhecido
Thobias,Sul,11,masculino
Thomas,Sudeste,5394,masculino
Thomaz,Sudeste,1311,masculino
Thomazia,Sudeste,11,desconhecido
Thome,Sudeste,42,masculino
Thompson,Sudeste,77,masculino
Thony,Sudeste,11,masculino
Thor,Sudeste,106,masculino
Thuan,Sudeste,16,masculino
Thuane,Sudeste,361,feminino
Thuani,Sul,49,feminino
Thuanne,Sudeste,20,feminino
Thuanny,Sudeste,111,feminino
Thuany,Sudeste,563,feminino
Thulio,Sudeste,75,masculino
Thyago,Sudeste,917,masculino
Thyane,Sudeste,15,feminino
Thyara,Nordeste,11,feminino
Thyfani,Sudeste,25,feminino
Thyna,Sudeste,35,feminino
Thyrso,Sudeste,11,desconhecido
Tiag,Sudeste,16,masculino
Tiagi,Sudeste,18,masculino
Tiago,Sudeste,218349,masculino
Tiaho,Sudeste,15,masculino
Tiaki,Sudeste,15,desconhecido
Tiala,Nordeste,152,feminino
Tiale,Nordeste,46,feminino
Tiali,Nordeste,10,feminino
Tialita,Nordeste,19,feminino
Tian,Sudeste,13,desconhecido
Tiana,Nordeste,196,feminino
Tiane,Sul,150,feminino
Tiao,Sudeste,179,masculino
Tiara,Nordeste,450,feminino
Tiaraju,Sul,22,masculino
Tiargo,Sudeste,17,desconhecido
Tiarles,Sul,131,masculino
Tiavo,Sudeste,11,desconhecido
Tiberio,Nordeste,465,masculino
Tibirica,Sul,15,masculino
Tibor,Sudeste,17,masculino
Tibucio,Nordeste,13,masculino
Tiburcia,Sul,11,feminino
Tiburcio,Sudeste,63,masculino
Tiburtino,Sudeste,12,masculino
Ticia,Nordeste,10,feminino
Ticiana,Nordeste,846,feminino
Ticiane,Nordeste,1554,feminino
Ticiano,Nordeste,118,masculino
Tico,Sudeste,14,masculino
Tie,Sudeste,59,provavelmente_masculino
Tieco,Sudeste,42,feminino
Tiego,Sudeste,127,masculino
Tieko,Sudeste,232,feminino
Tiele,Sul,447,feminino
Tieli,Sudeste,77,feminino
Tielly,Sudeste,11,feminino
Tiely,Sudeste,20,feminino
Tieme,Sudeste,23,feminino
Tiemi,Sudeste,64,feminino
Tiene,Sudeste,65,feminino
Tieres,Nordeste,23,masculino
Tieri,Sudeste,16,masculino
Tierre,Sudeste,38,masculino
Tierri,Sudeste,45,masculino
Tierry,Sudeste,66,masculino
Tiessa,Centro-Oeste,24,feminino
Tifane,Sudeste,371,feminino
Tifani,Sudeste,1418,feminino
Tifanny,Sudeste,61,feminino
Tifany,Sudeste,880,feminino
Tiffani,Sudeste,60,feminino
Tiffany,Sudeste,473,feminino
Tigo,Sudeste,54,masculino
Tihago,Sudeste,21,masculino
Tiholose,Centro-Oeste,12,desconhecido
Tila,Norte,10,feminino
Tilda,Sudeste,29,feminino
Tilia,Sudeste,21,feminino
Tilma,Sudeste,21,feminino
Tim,Sudeste,15,masculino
Timoteo,Sudeste,363,masculino
Timotio,Sudeste,62,masculino
Tina,Sudeste,182,feminino
Ting,Sudeste,20,desconhecido
Tino,Sudeste,14,masculino
Tioco,Sudeste,14,desconhecido
Tiogo,Sudeste,21,masculino
Tioko,Sudeste,69,feminino
Tiphany,Sudeste,22,feminino
Tirso,Sudeste,37,masculino
Tirza,Sudeste,40,feminino
Tisgo,Sudeste,11,masculino
Tisiane,Nordeste,10,feminino
Tissiana,Sudeste,20,feminino
Tissiane,Nordeste,41,feminino
Tisuko,Sudeste,14,desconhecido
Tita,Sudeste,22,feminino
Tito,Sudeste,862,masculino
Tiyo,Sudeste,18,desconhecido
Tiyoko,Sudeste,48,feminino
Tiyomi,Sudeste,10,desconhecido
Tiziana,Sudeste,13,feminino
Tizuko,Sudeste,50,feminino
Tlita,Sudeste,10,feminino
Tmires,Sudeste,16,feminino
Toala,Sudeste,10,desconhecido
Tobias,Sudeste,719,masculino
Tochico,Sudeste,19,feminino
Tochiko,Sudeste,16,desconhecido
Tochio,Sudeste,16,masculino
Toinha,Nordeste,42,feminino
Toioko,Sudeste,20,feminino
Toki,Sudeste,14,desconhecido
Tokie,Sudeste,27,feminino
Tokiko,Sudeste,42,feminino
Tokio,Sudeste,21,masculino
Tokue,Sudeste,10,desconhecido
Tolentina,Nordeste,13,feminino
Tolentino,Sudeste,20,masculino
Tom,Sudeste,163,masculino
Tomais,Nordeste,21,masculino
Tomas,Sudeste,6363,masculino
Tomasia,Nordeste,49,feminino
Tomaz,Sudeste,1161,Indefinido
Tomazia,Sul,86,feminino
Tome,Norte,492,masculino
Tomi,Sudeste,59,provavelmente_feminino
Tomico,Sudeste,42,feminino
Tomie,Sudeste,109,feminino
Tomika,Sudeste,14,desconhecido
Tomiko,Sudeste,242,feminino
Tomio,Sudeste,80,masculino
Tomires,Nordeste,28,provavelmente_masculino
Tommaso,Sudeste,26,desconhecido
Tommy,Sudeste,33,masculino
Tomoco,Sudeste,12,desconhecido
Tomoe,Sudeste,48,feminino
Tomoko,Sudeste,142,feminino
Tomomi,Sudeste,19,desconhecido
Tompson,Sudeste,54,masculino
Tomy,Sudeste,25,masculino
Ton,Sudeste,15,masculino
Tone,Nordeste,28,masculino
Tong,Sudeste,10,desconhecido
Toni,Sudeste,1193,masculino
Tonia,Sudeste,114,feminino
Tonico,Sudeste,11,masculino
Toniel,Norte,26,masculino
Tonielson,Norte,12,masculino
Toninho,Sudeste,58,masculino
Tonio,Sudeste,21,masculino
Tonivaldo,Nordeste,10,masculino
Tonny,Sudeste,43,masculino
Tony,Nordeste,1356,masculino
Toribio,Sudeste,11,masculino
Torquato,Sudeste,45,masculino
Toru,Sudeste,19,desconhecido
Tosca,Sudeste,53,feminino
Toshi,Sudeste,43,feminino
Toshiaki,Sudeste,56,masculino
Toshico,Sudeste,74,feminino
Toshie,Sudeste,104,feminino
Toshiharu,Sudeste,11,desconhecido
Toshihiko,Sudeste,20,masculino
Toshihiro,Sudeste,17,masculino
Toshikazu,Sudeste,10,desconhecido
Toshiko,Sudeste,310,feminino
Toshimitsu,Sudeste,15,desconhecido
Toshio,Sudeste,357,masculino
Toshiro,Sudeste,27,masculino
Toshiyuki,Sudeste,27,masculino
Tosie,Sudeste,10,desconhecido
Tosiko,Sudeste,12,desconhecido
Tosio,Sudeste,10,desconhecido
Toyo,Sudeste,29,feminino
Toyoko,Sudeste,88,feminino
Toyomi,Sudeste,12,desconhecido
Tracy,Sudeste,52,feminino
Traf,Sudeste,136,masculino
Trafc,Sudeste,68,feminino
Traficante,Sudeste,55,masculino
Trafico,Sudeste,4963,masculino
Trajano,Sudeste,109,masculino
Tranquilino,Sudeste,11,masculino
Tranquilo,Sul,49,masculino
Traude,Sul,27,feminino
Traudi,Sul,195,feminino
Treice,Sul,10,feminino
Trezinha,Sudeste,50,feminino
Triana,Sudeste,10,desconhecido
Tricia,Nordeste,111,feminino
Triciane,Norte,13,feminino
Trindade,Sudeste,425,feminino
Trinidad,Sudeste,20,desconhecido
Trinidade,Sudeste,14,feminino
Trinta,Sul,10,desconhecido
Trwfc,Sudeste,10,desconhecido
Tsai,Sudeste,88,desconhecido
Tseng,Sudeste,14,desconhecido
Tsuguio,Sudeste,12,Indefinido
Tsukasa,Sudeste,10,desconhecido
Tsuneko,Sudeste,20,feminino
Tsuneo,Sudeste,36,masculino
Tsuruko,Sudeste,17,desconhecido
Tsutae,Sudeste,14,desconhecido
Tsutomo,Sudeste,20,desconhecido
Tsutomu,Sudeste,53,masculino
Tsuyako,Sudeste,32,feminino
Tsuyoshi,Sudeste,45,masculino
Ttiane,Sudeste,12,feminino
Tu,Sudeste,12,desconhecido
Tuan,Sudeste,52,masculino
Tuana,Sudeste,41,feminino
Tuane,Sudeste,2365,feminino
Tuani,Sudeste,745,feminino
Tuanne,Sudeste,23,feminino
Tuanny,Sudeste,134,feminino
Tuany,Sudeste,495,feminino
Tuca,Sudeste,15,masculino
Tufi,Sudeste,11,masculino
Tuiane,Sudeste,10,feminino
Tuila,Sudeste,15,feminino
Tula,Sudeste,34,feminino
Tulane,Sudeste,16,desconhecido
Tulani,Sudeste,14,desconhecido
Tulho,Sudeste,14,masculino
Tulia,Sudeste,55,feminino
Tulio,Sudeste,10182,masculino
Tullio,Sudeste,35,masculino
Tume,Norte,28,desconhecido
Tumi,Norte,43,desconhecido
Tung,Sudeste,21,desconhecido
Tupa,Norte,35,desconhecido
Tupiara,Sudeste,26,feminino
Tupinamba,Sudeste,17,masculino
Turiba,Norte,20,desconhecido
Turibio,Sudeste,35,masculino
Turu,Norte,20,desconhecido
Tusnelda,Sul,35,feminino
Tutomo,Sudeste,13,masculino
Tutomu,Sudeste,10,masculino
Tuyako,Sudeste,15,desconhecido
Tuyoshi,Sudeste,14,desconhecido
Tyago,Sudeste,67,masculino
Tyfani,Sudeste,20,feminino
Tyrone,Sudeste,12,masculino
Uadison,Nordeste,16,masculino
Uadson,Nordeste,60,masculino
Ualace,Sudeste,367,masculino
Ualaci,Nordeste,22,masculino
Ualan,Sudeste,10,masculino
Ualas,Nordeste,379,masculino
Ualase,Sudeste,25,masculino
Ualasi,Nordeste,16,masculino
Ualasse,Sudeste,25,masculino
Ualassi,Sudeste,12,masculino
Ualison,Nordeste,107,masculino
Ualisson,Nordeste,175,masculino
Uallace,Sudeste,56,masculino
Uan,Sudeste,16,masculino
Uana,Nordeste,23,feminino
Uander,Sudeste,12,masculino
Uanderson,Nordeste,2216,masculino
Uandeson,Nordeste,28,masculino
Uane,Norte,16,feminino
Uania,Nordeste,11,feminino
Uara,Sudeste,16,feminino
Uarlei,Sudeste,81,masculino
Uarley,Centro-Oeste,13,masculino
Uatila,Centro-Oeste,10,masculino
Ubaldina,Sudeste,77,feminino
Ubaldino,Nordeste,124,masculino
Ubaldo,Nordeste,477,masculino
Ubelina,Sudeste,44,feminino
Uberlan,Sudeste,68,masculino
Uberlandia,Nordeste,62,feminino
Uberlandio,Sudeste,11,masculino
Uberto,Sudeste,11,masculino
Ubirace,Nordeste,12,desconhecido
Ubiracema,Sudeste,19,feminino
Ubiraci,Nordeste,1282,masculino
Ubiracilda,Nordeste,12,feminino
Ubiracir,Sudeste,54,masculino
Ubiracira,Nordeste,68,feminino
Ubiracy,Sudeste,113,Indefinido
Ubiraelson,Norte,18,desconhecido
Ubirai,Nordeste,15,masculino
Ubiraildes,Nordeste,12,desconhecido
Ubirailton,Nordeste,15,masculino
Ubiraja,Sudeste,46,masculino
Ubirajara,Sudeste,5665,masculino
Ubiramar,Centro-Oeste,13,masculino
Ubirani,Sudeste,40,masculino
Ubiranir,Sudeste,10,masculino
Ubirata,Sul,106,masculino
Ubiratam,Sudeste,175,masculino
Ubiratan,Sudeste,3253,masculino
Ubyrajara,Sudeste,12,desconhecido
Ucas,Sudeste,60,masculino
Ucia,Sudeste,12,feminino
Uciana,Sudeste,66,feminino
Uciano,Sudeste,28,masculino
Uciene,Sudeste,10,feminino
Udelson,Sul,10,desconhecido
Udinei,Sudeste,11,masculino
Udison,Sudeste,222,masculino
Udo,Sul,380,masculino
Udsom,Sudeste,17,masculino
Udson,Sudeste,1370,masculino
Ueber,Centro-Oeste,20,masculino
Uebert,Nordeste,12,masculino
Ueberte,Nordeste,11,masculino
Ueder,Sudeste,33,masculino
Uederson,Nordeste,12,masculino
Uedison,Nordeste,16,masculino
Uedja,Nordeste,32,feminino
Uedson,Nordeste,178,masculino
Ueider,Nordeste,10,masculino
Uelber,Nordeste,84,masculino
Uelbert,Nordeste,16,masculino
Uelberte,Nordeste,15,masculino
Uelder,Nordeste,86,masculino
Ueldon,Nordeste,19,masculino
Uelen,Nordeste,13,feminino
Uelerson,Sudeste,15,masculino
Ueli,Sudeste,12,desconhecido
Uelida,Centro-Oeste,11,feminino
Ueligton,Nordeste,32,masculino
Uelington,Sudeste,62,masculino
Uelinton,Sudeste,273,masculino
Uelis,Sudeste,11,masculino
Uelison,Nordeste,53,masculino
Uelisson,Nordeste,50,masculino
Uelito,Nordeste,23,masculino
Uelitom,Sudeste,25,masculino
Ueliton,Nordeste,1540,masculino
Uellington,Sudeste,35,masculino
Uelliton,Nordeste,12,masculino
Uelma,Centro-Oeste,22,feminino
Uelson,Nordeste,101,masculino
Uelton,Nordeste,730,masculino
Uemerson,Nordeste,123,masculino
Uendel,Nordeste,344,masculino
Uendeo,Nordeste,11,masculino
Uender,Centro-Oeste,37,masculino
Uenderson,Nordeste,98,masculino
Uendeson,Nordeste,18,masculino
Uendeu,Nordeste,15,masculino
Uendila,Norte,10,desconhecido
Uenia,Centro-Oeste,10,feminino
Uenio,Sudeste,13,masculino
Uerlei,Nordeste,12,masculino
Uesclei,Nordeste,14,masculino
Uesle,Nordeste,13,masculino
Ueslei,Nordeste,1918,masculino
Ueslen,Nordeste,21,masculino
Uesley,Sudeste,126,masculino
Uesli,Nordeste,12,masculino
Ueverson,Nordeste,15,masculino
Ueverton,Sudeste,166,masculino
Ugo,Sudeste,1462,masculino
Ugor,Sudeste,14,masculino
Uiara,Sudeste,299,feminino
Uila,Nordeste,13,ambos
Uilan,Nordeste,15,masculino
Uilane,Nordeste,10,feminino
Uilde,Nordeste,15,masculino
Uildes,Nordeste,20,masculino
Uildison,Nordeste,11,masculino
Uildson,Nordeste,21,masculino
Uile,Nordeste,12,masculino
Uiles,Nordeste,13,masculino
Uilha,Sudeste,19,masculino
Uilham,Norte,14,masculino
Uilhan,Sudeste,20,masculino
Uilherme,Sudeste,40,masculino
Uili,Sudeste,10,masculino
Uilia,Sudeste,12,masculino
Uiliam,Nordeste,199,masculino
Uiliames,Nordeste,11,desconhecido
Uilian,Nordeste,705,masculino
Uiliane,Nordeste,116,feminino
Uilis,Nordeste,21,masculino
Uilliam,Sudeste,26,masculino
Uillian,Sudeste,75,masculino
Uilma,Nordeste,645,feminino
Uilsom,Sudeste,36,masculino
Uilson,Nordeste,1985,masculino
Uiltom,Sudeste,10,masculino
Uilton,Nordeste,882,masculino
Uilza,Nordeste,44,feminino
Uine,Nordeste,32,feminino
Uira,Sudeste,59,masculino
Uirajara,Nordeste,11,desconhecido
Uiran,Nordeste,10,masculino
Uiraquitan,Nordeste,25,masculino
Uires,Nordeste,10,masculino
Uiris,Centro-Oeste,20,masculino
Uis,Sudeste,28,masculino
Uison,Sudeste,21,masculino
Uiton,Nordeste,11,masculino
Uiz,Sudeste,67,masculino
Ulda,Sudeste,62,feminino
Uli,Sudeste,42,feminino
Ulian,Sudeste,10,masculino
Uliana,Sudeste,53,feminino
Uliane,Sudeste,28,feminino
Ulices,Sudeste,169,masculino
Ulicis,Sudeste,10,masculino
Ulises,Sudeste,414,masculino
Ulisis,Sudeste,15,masculino
Ulisse,Sudeste,16,masculino
Ulisses,Sudeste,8386,masculino
Ulissis,Sudeste,26,masculino
Ully,Sudeste,85,feminino
Ulrich,Sudeste,29,masculino
Ultimo,Sudeste,36,masculino
Uly,Sudeste,31,feminino
Ulysses,Sudeste,269,masculino
Umbelina,Sudeste,628,feminino
Umbelino,Sudeste,26,masculino
Umberlina,Sudeste,12,feminino
Umberto,Sudeste,2512,masculino
Umeko,Sudeste,15,feminino
Un,Sudeste,12,desconhecido
Unaldo,Nordeste,61,masculino
Unbelina,Sudeste,11,Indefinido
Unberto,Sudeste,68,masculino
Undina,Sudeste,23,feminino
Unilson,Sudeste,10,masculino
Universina,Sul,27,feminino
Universo,Sudeste,10,desconhecido
Uoston,Nordeste,31,masculino
